"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
07.iyl;0.49;0.26;01.sen;0.062;9;31;0.9966;mar.39;0.64;09.iyn;5
5;01.fev;0.04;01.apr;0.045;41;85;0.9938;mar.75;0.48;10.may;4
04.iyl;0.6;0.17;02.mar;0.058;17;106;0.9932;mar.85;0.6;12.sen;6
06.avq;0.775;0;3;0.102;8;23;0.9965;mar.45;0.56;10.iyl;5
7;0.5;0.25;2;0.07;3;22;0.9963;mar.25;0.63;09.fev;5
07.iyn;0.9;0.06;02.may;0.079;5;10;0.9967;mar.39;0.56;09.avq;5
08.yan;0.545;0.18;01.sen;0.08;13;35;0.9972;03.mar;0.59;9;6
08.mar;0.61;0.3;02.yan;0.084;11;50;0.9972;03.apr;0.61;10.fev;6
07.avq;0.5;0.3;01.sen;0.075;8;22;0.9959;mar.31;0.56;10.apr;6
08.yan;0.545;0.18;01.sen;0.08;13;35;0.9972;03.mar;0.59;9;6
08.yan;0.575;0.22;02.yan;0.077;12;65;0.9967;mar.29;0.51;09.fev;5
07.fev;0.49;0.24;02.fev;0.07;5;36;0.996;mar.33;0.48;09.apr;5
08.yan;0.575;0.22;02.yan;0.077;12;65;0.9967;mar.29;0.51;09.fev;5
07.avq;0.41;0.68;01.iyl;0.467;18;69;0.9973;03.avq;yan.31;09.mar;5
06.fev;0.63;0.31;01.iyl;0.088;15;64;0.9969;mar.46;0.79;09.mar;5
8;0.33;0.53;02.may;0.091;18;80;0.9976;mar.37;0.8;09.iyn;6
08.yan;0.785;0.52;2;0.122;37;153;0.9969;mar.21;0.69;09.mar;5
07.avq;0.56;0.19;01.avq;0.104;12;47;0.9964;mar.19;0.93;09.may;5
08.apr;0.62;0.09;02.fev;0.084;11;108;0.9964;mar.15;0.66;09.avq;5
08.apr;0.6;0.1;02.fev;0.085;14;111;0.9964;mar.15;0.66;09.avq;5
10.yan;0.31;0.44;02.mar;0.08;22;46;0.9988;mar.32;0.67;09.iyl;6
07.avq;0.56;0.19;01.avq;0.104;12;47;0.9964;mar.19;0.93;09.may;5
09.apr;0.4;0.31;02.fev;0.09;13;62;0.9966;03.iyl;0.63;10.may;6
08.mar;0.54;0.28;01.sen;0.077;11;40;0.9978;mar.39;0.61;10;6
07.avq;0.56;0.12;2;0.082;7;28;0.997;mar.37;0.5;09.apr;6
08.avq;0.55;0.04;02.fev;0.119;14;56;0.9962;mar.21;0.6;10.sen;6
7;0.69;0.08;01.avq;0.097;22;89;0.9959;mar.34;0.54;09.fev;6
07.mar;01.iyl;0.09;01.iyl;0.178;10;89;0.9962;03.mar;0.57;9;5
08.avq;0.55;0.04;02.fev;0.119;14;56;0.9962;mar.21;0.6;10.sen;6
07.mar;0.695;0;02.may;0.075;3;13;0.998;mar.49;0.52;09.fev;5
8;0.71;0;02.iyn;0.08;11;34;0.9976;mar.44;0.53;09.may;5
07.avq;0.5;0.17;01.iyn;0.082;21;102;0.996;mar.39;0.48;09.may;5
9;0.62;0.04;01.sen;0.146;27;90;0.9984;mar.16;0.7;09.apr;5
08.fev;yan.33;0;01.iyl;0.081;3;12;0.9964;mar.53;0.49;10.sen;5
08.yan;yan.33;0;01.avq;0.082;3;12;0.9964;mar.54;0.48;10.sen;5
8;0.59;0.16;01.avq;0.065;3;16;0.9962;mar.42;0.92;10.may;7
06.yan;0.38;0.15;01.avq;0.072;6;19;0.9955;mar.42;0.57;09.apr;5
8;0.745;0.56;2;0.118;30;134;0.9968;mar.24;0.66;09.apr;5
05.iyn;0.5;0.09;02.mar;0.049;17;99;0.9937;mar.63;0.63;13;5
05.iyn;0.5;0.09;02.mar;0.049;17;99;0.9937;mar.63;0.63;13;5
06.iyn;0.5;0.01;01.may;0.06;17;26;0.9952;03.apr;0.58;09.avq;6
07.sen;01.apr;0.05;02.fev;0.084;13;29;0.9959;mar.22;0.55;09.sen;6
08.apr;0.745;0.11;01.sen;0.09;16;63;0.9965;mar.19;0.82;09.iyn;5
08.mar;0.715;0.15;01.avq;0.089;10;52;0.9968;mar.23;0.77;09.may;5
07.fev;0.415;0.36;2;0.081;13;45;0.9972;mar.48;0.64;09.fev;5
07.avq;0.56;0.19;02.yan;0.081;15;105;0.9962;mar.33;0.54;09.may;5
07.avq;0.56;0.19;2;0.081;17;108;0.9962;mar.32;0.54;09.may;5
08.apr;0.745;0.11;01.sen;0.09;16;63;0.9965;mar.19;0.82;09.iyn;5
08.mar;0.715;0.15;01.avq;0.089;10;52;0.9968;mar.23;0.77;09.may;5
05.fev;0.34;0;01.avq;0.05;27;63;0.9916;mar.68;0.79;14;6
06.mar;0.39;0.08;01.iyl;0.066;3;20;0.9954;mar.34;0.58;09.apr;5
05.fev;0.34;0;01.avq;0.05;27;63;0.9916;mar.68;0.79;14;6
08.yan;0.67;0.55;01.avq;0.117;32;141;0.9968;mar.17;0.62;09.apr;5
05.avq;0.68;0.02;01.avq;0.087;21;94;0.9944;mar.54;0.52;10;5
07.iyn;0.49;0.26;01.iyn;0.236;10;88;0.9968;03.noy;0.8;09.mar;5
06.sen;0.49;0.1;02.mar;0.074;12;30;0.9959;mar.42;0.58;10.fev;6
08.fev;0.4;0.44;02.avq;0.089;11;43;0.9975;mar.53;0.61;10.may;6
07.mar;0.33;0.47;02.yan;0.077;5;11;0.9958;mar.33;0.53;10.mar;6
09.fev;0.52;1;03.apr;0.61;32;69;0.9996;fev.74;2.0;09.apr;4
07.may;0.6;0.03;01.avq;0.095;25;99;0.995;mar.35;0.54;10.yan;5
07.may;0.6;0.03;01.avq;0.095;25;99;0.995;mar.35;0.54;10.yan;5
07.yan;0.43;0.42;05.may;0.07;29;129;0.9973;mar.42;0.72;10.may;5
07.yan;0.43;0.42;05.may;0.071;28;128;0.9973;mar.42;0.71;10.may;5
07.yan;0.43;0.42;05.may;0.07;29;129;0.9973;mar.42;0.72;10.may;5
07.yan;0.43;0.42;05.may;0.071;28;128;0.9973;mar.42;0.71;10.may;5
07.yan;0.68;0;02.fev;0.073;12;22;0.9969;mar.48;0.5;09.mar;5
06.avq;0.6;0.18;01.sen;0.079;18;86;0.9968;mar.59;0.57;09.mar;6
07.iyn;0.95;0.03;2;0.09;7;20;0.9959;03.fev;0.56;09.iyn;5
07.iyn;0.68;0.02;01.mar;0.072;9;20;0.9965;mar.17;01.avq;09.fev;4
07.avq;0.53;0.04;01.iyl;0.076;17;31;0.9964;mar.33;0.56;10;6
07.apr;0.6;0.26;07.mar;0.07;36;121;0.9982;mar.37;0.49;09.apr;5
07.mar;0.59;0.26;07.fev;0.07;35;121;0.9981;mar.37;0.49;09.apr;5
07.avq;0.63;0.48;01.iyl;0.1;14;96;0.9961;mar.19;0.62;09.may;5
06.avq;0.64;0.1;02.yan;0.085;18;101;0.9956;mar.34;0.52;10.fev;5
07.mar;0.55;0.03;01.iyn;0.072;17;42;0.9956;mar.37;0.48;9;4
06.avq;0.63;0.07;02.yan;0.089;11;44;0.9953;mar.47;0.55;10.apr;6
07.may;0.705;0.24;01.avq;0.36;15;63;0.9964;3;yan.59;09.may;5
07.sen;0.885;0.03;01.avq;0.058;4;8;0.9972;mar.36;0.33;09.yan;4
8;0.42;0.17;2;0.073;6;18;0.9972;mar.29;0.61;09.fev;6
8;0.42;0.17;2;0.073;6;18;0.9972;mar.29;0.61;09.fev;6
07.apr;0.62;0.05;01.sen;0.068;24;42;0.9961;mar.42;0.57;11.may;6
07.mar;0.38;0.21;2;0.08;7;35;0.9961;mar.33;0.47;09.may;5
06.sen;0.5;0.04;01.may;0.085;19;49;0.9958;mar.35;0.78;09.may;5
07.mar;0.38;0.21;2;0.08;7;35;0.9961;mar.33;0.47;09.may;5
07.may;0.52;0.42;02.mar;0.087;8;38;0.9972;mar.58;0.61;10.may;6
7;0.805;0;02.may;0.068;7;20;0.9969;mar.48;0.56;09.iyn;5
08.avq;0.61;0.14;02.apr;0.067;10;42;0.9969;mar.19;0.59;09.may;5
08.avq;0.61;0.14;02.apr;0.067;10;42;0.9969;mar.19;0.59;09.may;5
08.sen;0.61;0.49;2;0.27;23;110;0.9972;03.dek;01.fev;09.mar;5
07.fev;0.73;0.02;02.may;0.076;16;42;0.9972;mar.44;0.52;09.mar;5
06.avq;0.61;0.2;01.avq;0.077;11;65;0.9971;mar.54;0.58;09.mar;5
06.iyl;0.62;0.21;01.sen;0.079;8;62;0.997;mar.52;0.58;09.mar;6
08.sen;0.31;0.57;2;0.111;26;85;0.9971;mar.26;0.53;09.iyl;5
07.apr;0.39;0.48;2;0.082;14;67;0.9972;mar.34;0.55;09.fev;5
07.iyl;0.705;0.1;02.iyn;0.084;9;26;0.9976;mar.39;0.49;09.iyl;5
07.sen;0.5;0.33;2;0.084;15;143;0.9968;03.fev;0.55;09.may;5
07.sen;0.49;0.32;01.sen;0.082;17;144;0.9968;03.fev;0.55;09.may;5
08.fev;0.5;0.35;02.sen;0.077;21;127;0.9976;mar.23;0.62;09.apr;5
06.apr;0.37;0.25;01.sen;0.074;21;49;0.9974;mar.57;0.62;09.avq;6
06.avq;0.63;0.12;03.avq;0.099;16;126;0.9969;mar.28;0.61;09.may;5
07.iyn;0.55;0.21;02.fev;0.071;7;28;0.9964;mar.28;0.55;09.iyl;5
07.iyn;0.55;0.21;02.fev;0.071;7;28;0.9964;mar.28;0.55;09.iyl;5
07.avq;0.59;0.33;2;0.074;24;120;0.9968;mar.25;0.54;09.apr;5
07.mar;0.58;0.3;02.apr;0.074;15;55;0.9968;mar.46;0.59;10.fev;5
11.may;0.3;0.6;2;0.067;12;27;0.9981;03.noy;0.97;10.yan;6
05.apr;0.835;0.08;01.fev;0.046;13;93;0.9924;mar.57;0.85;13;7
06.sen;01.sen;0.06;02.yan;0.061;12;31;0.9948;mar.51;0.43;11.apr;4
09.iyn;0.32;0.47;01.apr;0.056;9;24;0.99695;mar.22;0.82;10.mar;7
08.avq;0.37;0.48;02.yan;0.097;39;145;0.9975;03.apr;01.mar;09.mar;5
06.avq;0.5;0.11;01.may;0.075;16;49;0.99545;mar.36;0.79;09.may;5
7;0.42;0.35;01.iyn;0.088;16;39;0.9961;mar.34;0.55;09.fev;5
7;0.43;0.36;01.iyn;0.089;14;37;0.99615;mar.34;0.56;09.fev;6
12.avq;0.3;0.74;02.iyn;0.095;9;28;0.9994;03.fev;0.77;10.avq;7
12.avq;0.3;0.74;02.iyn;0.095;9;28;0.9994;03.fev;0.77;10.avq;7
07.avq;0.57;0.31;01.avq;0.069;26;120;0.99625;mar.29;0.53;09.mar;5
07.avq;0.44;0.28;02.iyl;0.1;18;95;0.9966;mar.22;0.67;09.apr;5
11;0.3;0.58;02.yan;0.054;7;19;0.998;mar.31;0.88;10.may;7
09.iyl;0.53;0.6;2;0.039;5;19;0.99585;03.mar;0.86;12.apr;6
8;0.725;0.24;02.avq;0.083;10;62;0.99685;mar.35;0.56;10;6
11.iyn;0.44;0.64;02.yan;0.059;5;15;0.998;mar.21;0.67;10.fev;6
08.fev;0.57;0.26;02.fev;0.06;28;65;0.9959;03.mar;0.43;10.yan;5
07.avq;0.735;0.08;02.apr;0.092;10;41;0.9974;mar.24;0.71;09.avq;6
7;0.49;0.49;05.iyn;0.06;26;121;0.9974;mar.34;0.76;10.may;5
08.iyl;0.625;0.16;2;0.101;13;49;0.9962;mar.14;0.57;11;5
08.yan;0.725;0.22;02.fev;0.072;11;41;0.9967;mar.36;0.55;09.yan;5
07.may;0.49;0.19;01.sen;0.076;10;44;0.9957;mar.39;0.54;09.iyl;5
07.avq;0.53;0.33;02.apr;0.08;24;144;0.99655;03.mar;0.6;09.may;5
07.avq;0.34;0.37;2;0.082;24;58;0.9964;mar.34;0.59;09.apr;6
07.apr;0.53;0.26;2;0.101;16;72;0.9957;mar.15;0.57;09.apr;5
06.avq;0.61;0.04;01.may;0.057;5;10;0.99525;mar.42;0.6;09.may;5
08.iyn;0.645;0.25;2;0.083;8;28;0.99815;mar.28;0.6;10;6
08.apr;0.635;0.36;2;0.089;15;55;0.99745;mar.31;0.57;10.apr;4
07.iyl;0.43;0.25;02.iyn;0.073;29;63;0.99615;mar.37;0.58;10.may;6
08.sen;0.59;0.5;2;0.337;27;81;0.9964;03.apr;yan.61;09.may;6
9;0.82;0.14;02.iyn;0.089;9;23;0.9984;mar.39;0.63;09.avq;5
07.iyl;0.43;0.25;02.iyn;0.073;29;63;0.99615;mar.37;0.58;10.may;6
06.sen;0.52;0.25;02.iyn;0.081;10;37;0.99685;mar.46;0.5;11;5
05.fev;0.48;0.04;01.iyn;0.054;19;106;0.9927;mar.54;0.62;12.fev;7
8;0.38;0.06;01.avq;0.078;12;49;0.99625;mar.37;0.52;09.sen;6
08.may;0.37;0.2;02.avq;0.09;18;58;0.998;mar.34;0.7;09.iyn;6
06.sen;0.52;0.25;02.iyn;0.081;10;37;0.99685;mar.46;0.5;11;5
08.fev;1;0.09;02.mar;0.065;7;37;0.99685;mar.32;0.55;9;6
07.fev;0.63;0;01.sen;0.097;14;38;0.99675;mar.37;0.58;9;6
07.fev;0.63;0;01.sen;0.097;14;38;0.99675;mar.37;0.58;9;6
07.fev;0.645;0;01.sen;0.097;15;39;0.99675;mar.37;0.58;09.fev;6
07.fev;0.63;0;01.sen;0.097;14;38;0.99675;mar.37;0.58;9;6
08.fev;1;0.09;02.mar;0.065;7;37;0.99685;mar.32;0.55;9;6
08.sen;0.635;0.37;01.iyl;0.263;5;62;0.9971;3;01.sen;09.mar;5
12;0.38;0.56;02.yan;0.093;6;24;0.99925;mar.14;0.71;10.sen;6
07.iyl;0.58;0.1;01.avq;0.102;28;109;0.99565;03.avq;0.49;09.avq;6
15;0.21;0.44;02.fev;0.075;10;24;100.005;03.iyl;0.84;09.fev;7
15;0.21;0.44;02.fev;0.075;10;24;100.005;03.iyl;0.84;09.fev;7
07.mar;0.66;0;2;0.084;6;23;0.9983;mar.61;0.96;09.sen;6
07.yan;0.68;0.07;01.sen;0.075;16;51;0.99685;mar.38;0.52;09.may;5
08.fev;0.6;0.17;02.mar;0.072;11;73;0.9963;03.fev;0.45;09.mar;5
07.iyl;0.53;0.06;01.iyl;0.074;9;39;0.99615;mar.35;0.48;09.avq;6
07.mar;0.66;0;2;0.084;6;23;0.9983;mar.61;0.96;09.sen;6
10.avq;0.32;0.44;01.iyn;0.063;16;37;0.9985;mar.22;0.78;10;6
07.yan;0.6;0;01.avq;0.074;16;34;0.9972;mar.47;0.7;09.sen;6
11.yan;0.35;0.48;03.yan;0.09;5;21;0.9986;mar.17;0.53;10.may;5
07.iyl;0.775;0.42;01.sen;0.092;8;86;0.9959;mar.23;0.59;09.may;5
07.yan;0.6;0;01.avq;0.074;16;34;0.9972;mar.47;0.7;09.sen;6
8;0.57;0.23;03.fev;0.073;17;119;0.99675;mar.26;0.57;09.mar;5
09.apr;0.34;0.37;02.fev;0.075;5;13;0.998;mar.22;0.62;09.fev;5
06.iyn;0.695;0;02.yan;0.075;12;56;0.9968;mar.49;0.67;09.fev;5
07.iyl;0.41;0.76;01.avq;0.611;8;45;0.9968;03.iyn;yan.26;09.apr;5
10;0.31;0.47;02.iyn;0.085;14;33;0.99965;mar.36;0.8;10.may;7
07.sen;0.33;0.23;01.iyl;0.077;18;45;0.99625;mar.29;0.65;09.mar;5
7;0.975;0.04;2;0.087;12;67;0.99565;mar.35;0.6;09.apr;4
8;0.52;0.03;01.iyl;0.07;10;35;0.99575;mar.34;0.57;10;5
07.sen;0.37;0.23;01.avq;0.077;23;49;0.9963;mar.28;0.67;09.mar;5
12.may;0.56;0.49;02.apr;0.064;5;27;0.9999;03.avq;0.87;10.sen;5
11.avq;0.26;0.52;01.avq;0.071;6;10;0.9968;03.fev;0.72;10.fev;7
08.yan;0.87;0;03.mar;0.096;26;61;100.025;03.iyn;0.72;09.avq;4
07.sen;0.35;0.46;03.iyn;0.078;15;37;0.9973;mar.35;0.86;12.avq;8
06.sen;0.54;0.04;3;0.077;7;27;0.9987;mar.69;0.91;09.apr;6
11.may;0.18;0.51;4;0.104;4;23;0.9996;mar.28;0.97;10.yan;6
07.sen;0.545;0.06;4;0.087;27;61;0.9965;mar.36;0.67;10.iyl;6
11.may;0.18;0.51;4;0.104;4;23;0.9996;mar.28;0.97;10.yan;6
10.sen;0.37;0.58;4;0.071;17;65;0.99935;mar.22;0.78;10.yan;5
08.apr;0.715;0.2;02.apr;0.076;10;38;0.99735;mar.31;0.64;09.apr;5
07.may;0.65;0.18;7;0.088;27;94;0.99915;mar.38;0.77;09.apr;5
07.sen;0.545;0.06;4;0.087;27;61;0.9965;mar.36;0.67;10.iyl;6
06.sen;0.54;0.04;3;0.077;7;27;0.9987;mar.69;0.91;09.apr;6
11.may;0.18;0.51;4;0.104;4;23;0.9996;mar.28;0.97;10.yan;6
10.mar;0.32;0.45;06.apr;0.073;5;13;0.9976;mar.23;0.82;12.iyn;8
08.sen;0.4;0.32;05.iyn;0.087;10;47;0.9991;mar.38;0.77;10.may;7
11.apr;0.26;0.44;03.iyn;0.071;6;19;0.9986;03.dek;0.82;09.mar;6
07.iyl;0.27;0.68;03.may;0.358;5;10;0.9972;mar.25;01.avq;09.sen;7
07.iyn;0.52;0.12;3;0.067;12;53;0.9971;mar.36;0.57;09.yan;5
08.sen;0.4;0.32;05.iyn;0.087;10;47;0.9991;mar.38;0.77;10.may;7
09.sen;0.59;0.07;03.apr;0.102;32;71;100.015;mar.31;0.71;09.avq;5
09.sen;0.59;0.07;03.apr;0.102;32;71;100.015;mar.31;0.71;09.avq;5
12;0.45;0.55;2;0.073;25;49;0.9997;03.yan;0.76;10.mar;6
07.may;0.4;0.12;3;0.092;29;53;0.9967;mar.37;0.7;10.mar;6
08.iyl;0.52;0.09;02.may;0.091;20;49;0.9976;mar.34;0.86;10.iyn;7
11.iyn;0.42;0.53;03.mar;0.105;33;98;1.001;03.fev;0.95;09.fev;5
08.iyl;0.52;0.09;02.may;0.091;20;49;0.9976;mar.34;0.86;10.iyn;7
11;0.2;0.48;2;0.343;6;18;0.9979;03.mar;0.71;10.may;5
10.apr;0.55;0.23;02.iyl;0.091;18;48;0.9994;mar.22;0.64;10.mar;6
06.sen;0.36;0.25;02.apr;0.098;5;16;0.9964;mar.41;0.6;10.yan;6
13.mar;0.34;0.52;03.fev;0.094;17;53;10.014;03.may;0.81;09.may;6
10.avq;0.5;0.46;02.may;0.073;5;27;10.001;03.may;0.64;09.may;5
10.iyn;0.83;0.37;02.iyn;0.086;26;70;0.9981;mar.16;0.52;09.sen;5
07.yan;0.63;0.06;2;0.083;8;29;0.99855;mar.67;0.73;09.iyn;5
07.fev;0.65;0.02;02.mar;0.094;5;31;0.9993;mar.67;0.8;09.iyl;5
06.sen;0.67;0.06;02.yan;0.08;8;33;0.99845;mar.68;0.71;09.iyn;5
07.may;0.53;0.06;02.iyn;0.086;20;44;0.9965;mar.38;0.59;10.iyl;6
11.yan;0.18;0.48;01.may;0.068;7;15;0.9973;mar.22;0.64;10.yan;6
